availability_text,average_rating,brand,care_instructions,category_breadcrumb,color_options,description,dimensions,document,image_count,image_url,images_list,in_stock,is_sale,material_text,mission_tags,name,price_currency,price_current,price_original,product_id,product_url,rating_count,review_count,scrape_date,segment_label,sku,sold_shipped_by,subcluster,subcluster_label,title,url
,5.0,J.Crew,"This item must be returned directly to the seller and will not be accepted at J.Crew stores or the distribution center. To return your items, please follow the instructions that are enclosed in your package. You will receive a confirmation email once the Marketplace seller has received your package and a refund has been processed.",Home > girls,Just Dutch handmade Miffy doll in pink dress and tulip bag Green | Just Dutch handmade Miffy doll in pink dress and tulip bag Pink,"Miffy, to life with handmade crochet dolls crafted from soft organic cotton and eco-friendly materials, inviting children to create endless adventures. Featuring colorful changeable outfits, each doll is thoughtfully made by differently abled artisans in Vietnam, blending Dutch design, imaginative storytelling and meaningful social impact. Miffy is wearing her favorite pink dress and has picked up her tulip bag, ready to greet the sunny day with curiosity. She is planning a sweet surprise for a ","10""H x 4""W x 2""D. Suitable for children aged three and older.","Just Dutch handmade Miffy doll in pink dress and tulip bag J.Crew Miffy, to life with handmade crochet dolls crafted from soft organic cotton and eco-friendly materials, inviting children to create endless adventures. Featuring colorful changeable outfits, each doll is thoughtfully made by differently abled artisans in Vietnam, blending Dutch design, imaginative storytelling and meaningful social impact. Miffy is wearing her favorite pink dress and has picked up her tulip bag, ready to greet",2,"https://www.jcrew.com/s7-img-facade/P3336_EF0363?hei=1950&crop=0,0,1560,0","https://www.jcrew.com/s7-img-facade/P3336_EF0363?hei=1950&crop=0,0,1560,0 | https://www.jcrew.com/s7-img-facade/P3336_EF0363",,False,Cotton. Embroidered eyes. Handmade. Hand wash. Imported. Online only. Item P3336.,,Just Dutch handmade Miffy doll in pink dress and tulip bag,USD,61.61,38,P3336,https://www.jcrew.com/p/girls/categories/accessories/fun-finds/P3336?display=all&fit=Classic&colorProductCode=P3336&colorCode=EF0363,1,1,2026-02-23T13:17:08Z,Mixed,P3336_EF0363,J.Crew,16,Mixed | tote / kayu | Premium,Just Dutch handmade Miffy doll in pink dress and tulip bag,https://www.jcrew.com/p/girls/categories/accessories/fun-finds/P3336?display=all&fit=Classic&colorProductCode=P3336&colorCode=EF0363
,3.909090909090909,J.Crew,"Very cute but large. There is no chance of sneaking up on anyone as you sound like Jacob Marley. Also, be careful as you could take someone out.",Home > women > bags,Shiny Matte Gold | Metallic link phone chain SHINY MATTE GOLD metallic link phone chain for women,"Add a personal touch to your tech with this metallic chain that matches back to our jewelry collection. Pro tip: Wear it around your wrist to hold your phone hands-free (while looking superpolished at the same time).Gold-plated zinc, gold-plated aluminum, cubic zirconia.Imported.Select stores.Item CK154.","Length: 12 1/2"".","Metallic link phone chain J.Crew Add a personal touch to your tech with this metallic chain that matches back to our jewelry collection. Pro tip: Wear it around your wrist to hold your phone hands-free (while looking superpolished at the same time).Gold-plated zinc, gold-plated aluminum, cubic zirconia.Imported.Select stores.Item CK154. Gold-plated zinc, gold-plated aluminum, cubic zirconia. Imported. Select stores. Item CK154.",6,"https://www.jcrew.com/s7-img-facade/CK154_YL5433_m?hei=1950&crop=0,0,1560,0","https://www.jcrew.com/s7-img-facade/CK154_YL5433_m?hei=1950&crop=0,0,1560,0 | https://www.jcrew.com/s7-img-facade/CK154_YL5433_d1?hei=1080&crop=0,0,864,0 | https://www.jcrew.com/s7-img-facade/CK154_YL5433?hei=1080&crop=0,0,864,0 | https://www.jcrew.com/s7-img-facade/CK154_YL5433_m | https://www.jcrew.com/s7-img-facade/CK154_YL5433_d1 | https://www.jcrew.com/s7-img-facade/CK154_YL5433",,False,"Gold-plated zinc, gold-plated aluminum, cubic zirconia. Imported. Select stores. Item CK154.",,Metallic link phone chain,USD,76.25,,CK154,https://www.jcrew.com/p/womens/categories/accessories/bags/phone-chains/CK154?display=all&fit=Classic&colorProductCode=CK154&colorCode=YL5433,11,11,2026-02-23T13:17:21Z,Mixed,CK154_YL5433,J.Crew,1,Mixed | phone / chain | Upper Mid,Metallic link phone chain,https://www.jcrew.com/p/womens/categories/accessories/bags/phone-chains/CK154?display=all&fit=Classic&colorProductCode=CK154&colorCode=YL5433
,1.0,J.Crew,"This item must be returned directly to the seller and will not be accepted at J.Crew stores or the distribution center. To return your items, please follow the instructions that are enclosed in your package. You will receive a confirmation email once the Marketplace seller has received your package and a refund has been processed.",Home > women > bags,Bembien&reg; Gabrielle bag White | Bembien&reg; Gabrielle bag Black | Bembien&reg; Gabrielle bag Brown,"from around the world. Ten percent of all Bembien proceeds goes to Nest, a nonprofit dedicated to the social and economic advancement of artisan communities all around the globe. Our largest tote bag. A carryall tote handcrafted in woven leather with two braided shoulder straps and a magnetic closure. Fits your 16"" laptop, water bottle and change of shoes.Leather.Imported.Online only.Item M7121.","18""H x 13""W x 4""D.","Bembien® Gabrielle bag J.Crew from around the world. Ten percent of all Bembien proceeds goes to Nest, a nonprofit dedicated to the social and economic advancement of artisan communities all around the globe. Our largest tote bag. A carryall tote handcrafted in woven leather with two braided shoulder straps and a magnetic closure. Fits your 16"" laptop, water bottle and change of shoes.Leather.Imported.Online only.Item M7121. Leather. Imported. Online only. Item M7121.",2,"https://www.jcrew.com/s7-img-facade/M7121_WC6066?hei=1950&crop=0,0,1560,0","https://www.jcrew.com/s7-img-facade/M7121_WC6066?hei=1950&crop=0,0,1560,0 | https://www.jcrew.com/s7-img-facade/M7121_WC6066",,True,Leather. Imported. Online only. Item M7121.,work_tote|luxury_signal,Bembien® Gabrielle bag,USD,693.15,450,M7121,https://www.jcrew.com/p/womens/categories/accessories/bags/totes/M7121?display=all&fit=Classic&colorProductCode=M7121&colorCode=WC6066,1,1,2026-02-23T13:17:42Z,Mixed,M7121_WC6066,J.Crew,17,Mixed | bag / bembien | Premium,Bembien® Gabrielle bag,https://www.jcrew.com/p/womens/categories/accessories/bags/totes/M7121?display=all&fit=Classic&colorProductCode=M7121&colorCode=WC6066
,4.842105263157895,J.Crew,,Home > women > bags,Rich Tort | Tortoise shell clutch RICH TORT tortoise shell clutch for women,This ultracool tortoise shell clutch features an open geometric design that holds all of your essentials with ease. (Bonus: It's a total conversation starter.)Acetate.Imported.Select stores.Item CJ926.,"6 7/8""H x 8""W x 2 1/2""D.",Tortoise shell clutch J.Crew This ultracool tortoise shell clutch features an open geometric design that holds all of your essentials with ease. (Bonus: It's a total conversation starter.)Acetate.Imported.Select stores.Item CJ926. Acetate. Imported. Select stores. Item CJ926.,10,"https://www.jcrew.com/s7-img-facade/CJ926_EE4347_m?hei=1950&crop=0,0,1560,0","https://www.jcrew.com/s7-img-facade/CJ926_EE4347_m?hei=1950&crop=0,0,1560,0 | https://www.jcrew.com/s7-img-facade/CJ926_EE4347_d1?hei=1080&crop=0,0,864,0 | https://www.jcrew.com/s7-img-facade/CJ926_EE4347_d3?hei=1080&crop=0,0,864,0 | https://www.jcrew.com/s7-img-facade/CJ926_EE4347_d4?hei=1080&crop=0,0,864,0 | https://www.jcrew.com/s7-img-facade/CJ926_EE4347?hei=1080&crop=0,0,864,0 | https://www.jcrew.com/s7-img-facade/CJ926_EE4347_m | https://www.jcrew.com/s7-img-facade/CJ926_EE4347_d1 | https:",,False,Acetate. Imported. Select stores. Item CJ926.,occasion_glam|statement_fashion,Tortoise shell clutch,USD,227.97,148,CJ926,https://www.jcrew.com/p/womens/categories/accessories/bags/clutches-and-pouches/CJ926?display=all&fit=Classic&colorProductCode=CJ926&colorCode=EE4347,19,19,2026-02-23T13:18:22Z,Mixed,CJ926_EE4347,J.Crew,3,Mixed | leather / cardholder | Upper Mid,Tortoise shell clutch,https://www.jcrew.com/p/womens/categories/accessories/bags/clutches-and-pouches/CJ926?display=all&fit=Classic&colorProductCode=CJ926&colorCode=EE4347
,,J.Crew,,Home > women,Windy Blossom,"This timeless bucket bag is roomy enough to fit your laptop and polished enough to take anywhere, with an easy tie closure. Crafted in colorful leather that holds its shape—and its own—it's the polished carryall you've been asking for.100% leather.Imported.Online only.Item CR877.Leather Working Group™This purchase supportsLWG-certified tanneriesLearn more about our Re-imagined fibersShop all Re-imagined styles","12 1/2""H x 13 1/4""W x 5 7/8""D. 9"" strap drop.","Berkeley bucket bag in leather J.Crew This timeless bucket bag is roomy enough to fit your laptop and polished enough to take anywhere, with an easy tie closure. Crafted in colorful leather that holds its shape—and its own—it's the polished carryall you've been asking for.100% leather.Imported.Online only.Item CR877.Leather Working Group™This purchase supportsLWG-certified tanneriesLearn more about our Re-imagined fibersShop all Re-imagined styles 100% leather. Imported. Online only. Item CR877.",8,"https://www.jcrew.com/s7-img-facade/CR877_PK0312?hei=1950&crop=0,0,1560,0","https://www.jcrew.com/s7-img-facade/CR877_PK0312?hei=1950&crop=0,0,1560,0 | https://www.jcrew.com/s7-img-facade/CR877_PK0312_d2?hei=1080&crop=0,0,864,0 | https://www.jcrew.com/s7-img-facade/CR877_PK0312_d3?hei=1080&crop=0,0,864,0 | https://www.jcrew.com/s7-img-facade/CR877_PK0312_d4?hei=1080&crop=0,0,864,0 | https://www.jcrew.com/s7-img-facade/CR877_PK0312 | https://www.jcrew.com/s7-img-facade/CR877_PK0312_d2 | https://www.jcrew.com/s7-img-facade/CR877_PK0312_d3 | https://www.jcrew.com/s7-img-fa",,False,100% leather. Imported. Online only. Item CR877.,weekend_bucket|minimal_modern,Berkeley bucket bag in leather,USD,351.2,228,CR877,https://www.jcrew.com/p/womens/categories/accessories/bags/CR877?display=all&fit=Classic&colorProductCode=CR877&colorCode=PK0312,,,2026-02-23T13:18:55Z,Mixed,CR877_PK0312,J.Crew,18,Mixed | berkeley / bag | Premium,Berkeley bucket bag in leather,https://www.jcrew.com/p/womens/categories/accessories/bags/CR877?display=all&fit=Classic&colorProductCode=CR877&colorCode=PK0312
,,J.Crew,,Home > girls,Pink Lilac Blue Multi,"Nothing says spring like this one of a kind purse, covered in sequin-embellished blooms. Detail we love: the beaded crossbody strap.Polyester, acrylic.This item has small parts and is not intended for use by children under three years of age.Spot clean.Imported.Item CR658.",,"Girls' floral crossbody bag with sequins J.Crew Nothing says spring like this one of a kind purse, covered in sequin-embellished blooms. Detail we love: the beaded crossbody strap.Polyester, acrylic.This item has small parts and is not intended for use by children under three years of age.Spot clean.Imported.Item CR658. Polyester, acrylic. This item has small parts and is not intended for use by children under three years of age. Spot clean. Imported. Item CR658.",6,"https://www.jcrew.com/s7-img-facade/CR658_EX0372?hei=1950&crop=0,0,1560,0","https://www.jcrew.com/s7-img-facade/CR658_EX0372?hei=1950&crop=0,0,1560,0 | https://www.jcrew.com/s7-img-facade/CR658_EX0372_d1?hei=1080&crop=0,0,864,0 | https://www.jcrew.com/s7-img-facade/CR658_EX0372_d2?hei=1080&crop=0,0,864,0 | https://www.jcrew.com/s7-img-facade/CR658_EX0372 | https://www.jcrew.com/s7-img-facade/CR658_EX0372_d1 | https://www.jcrew.com/s7-img-facade/CR658_EX0372_d2",,False,"Polyester, acrylic. This item has small parts and is not intended for use by children under three years of age. Spot clean. Imported. Item CR658.",micro_mini_impulse|gifting_ready,Girls' floral crossbody bag with sequins,USD,100.12,65,CR658,https://www.jcrew.com/p/girls/categories/accessories/bags/CR658?display=all&fit=Classic&colorProductCode=CR658&colorCode=EX0372,,,2026-02-23T13:19:28Z,Mixed,CR658_EX0372,J.Crew,4,Mixed | girls / crossbody | Upper Mid,Girls' floral crossbody bag with sequins,https://www.jcrew.com/p/girls/categories/accessories/bags/CR658?display=all&fit=Classic&colorProductCode=CR658&colorCode=EX0372
,,J.Crew,"This item must be returned directly to the seller and will not be accepted at J.Crew stores or the distribution center. To return your items, please follow the instructions that are enclosed in your package. You will receive a confirmation email once the Marketplace seller has received your package and a refund has been processed.","Home > men > Candles, Grooming & Home",,"the Gathering Bag offers versatility in use, wearing, emptying and care. Its convertible straps allow for comfortable chest or back carrying, while its drop-out bottom makes quick work of emptying the harvest. Constructed of weather- and water-resistant paraffin-waxed canvas and complete with a watertight, removable liner, the Gathering Bag is the essential foraging and harvesting partner.Paraffin-waxed canvas.Waxed canvas should never be dry cleaned or machine washed but can be carefully cleane","18"" x 16 1/2"" x 5""; 2.1 lbs.","Barebones gathering bag J.Crew the Gathering Bag offers versatility in use, wearing, emptying and care. Its convertible straps allow for comfortable chest or back carrying, while its drop-out bottom makes quick work of emptying the harvest. Constructed of weather- and water-resistant paraffin-waxed canvas and complete with a watertight, removable liner, the Gathering Bag is the essential foraging and harvesting partner.Paraffin-waxed canvas.Waxed canvas should never be dry cleaned or machine",16,"https://www.jcrew.com/s7-img-facade/N1054_BR0614?hei=1950&crop=0,0,1560,0","https://www.jcrew.com/s7-img-facade/N1054_BR0614?hei=1950&crop=0,0,1560,0 | https://www.jcrew.com/s7-img-facade/N1054_BR0614_d1?hei=1080&crop=0,0,864,0 | https://www.jcrew.com/s7-img-facade/N1054_BR0614_d2?hei=1080&crop=0,0,864,0 | https://www.jcrew.com/s7-img-facade/N1054_BR0614_d3?hei=1080&crop=0,0,864,0 | https://www.jcrew.com/s7-img-facade/N1054_BR0614_d4?hei=1080&crop=0,0,864,0 | https://www.jcrew.com/s7-img-facade/N1054_BR0614_d5?hei=1080&crop=0,0,864,0 | https://www.jcrew.com/s7-img-facad",,False,"Paraffin-waxed canvas. Waxed canvas should never be dry cleaned or machine washed but can be carefully cleaned if you so choose. Brush off the loose dirt, rinse the surface with plain water, gently scrub with a brush, then let air dry. If your stains persist, use a mild bar or saddle soap. Over time or after cleaning, your waxed canvas may need to be re-waxed. To do so, use a wax conditioner and apply in accordance with manufacturer's instructions. Metal hardware. Import. Online only. Item N1054",travel_utility|eco_conscious,Barebones gathering bag,USD,123.23,80,N1054,https://www.jcrew.com/p/mens/categories/accessories/home/table-top/N1054?display=all&fit=Classic&colorProductCode=N1054&colorCode=BR0614,,,2026-02-23T13:19:40Z,Mixed,N1054_BR0614,J.Crew,17,Mixed | bag / bembien | Premium,Barebones gathering bag,https://www.jcrew.com/p/mens/categories/accessories/home/table-top/N1054?display=all&fit=Classic&colorProductCode=N1054&colorCode=BR0614
,5.0,J.Crew,"This item must be returned directly to the seller and will not be accepted at J.Crew stores or the distribution center. To return your items, please follow the instructions that are enclosed in your package. You will receive a confirmation email once the Marketplace seller has received your package and a refund has been processed.",Home > women > bags,Bembien® Carmen bag Black | Bembien® Carmen bag Brown,"from around the world. Ten percent of all Bembien proceeds goes to Nest, a nonprofit dedicated to the social and economic advancement of artisan communities all around the globe. Our chic take on a classic day bag, for when you don't need to carry absolutely everything. In our buttery-soft, yet sturdy, oversized knotted weave with a sweet arched top to add a little something special. Don't be fooled by the size; Carmen is surprisingly roomy. Wear it crossbody, regular or tie the long strap into ","11"" x 3 1/2"" x 8 1/2"".","Bembien® Carmen bag J.Crew from around the world. Ten percent of all Bembien proceeds goes to Nest, a nonprofit dedicated to the social and economic advancement of artisan communities all around the globe. Our chic take on a classic day bag, for when you don't need to carry absolutely everything. In our buttery-soft, yet sturdy, oversized knotted weave with a sweet arched top to add a little something special. Don't be fooled by the size; Carmen is surprisingly roomy. Wear it crossbody, regular",2,"https://www.jcrew.com/s7-img-facade/N6469_BK0001?hei=1950&crop=0,0,1560,0","https://www.jcrew.com/s7-img-facade/N6469_BK0001?hei=1950&crop=0,0,1560,0 | https://www.jcrew.com/s7-img-facade/N6469_BK0001",,False,Cow leather. Import. Online only. Item N6469.,luxury_signal|minimal_modern,Bembien® Carmen bag,USD,477.51,310,N6469,https://www.jcrew.com/p/womens/categories/accessories/bags/crossbody/N6469?display=all&fit=Classic&colorProductCode=N6469&colorCode=BK0001,1,1,2026-02-23T13:20:01Z,Mixed,N6469_BK0001,J.Crew,17,Mixed | bag / bembien | Premium,Bembien® Carmen bag,https://www.jcrew.com/p/womens/categories/accessories/bags/crossbody/N6469?display=all&fit=Classic&colorProductCode=N6469&colorCode=BK0001
,,J.Crew,,Home > men > Bags & Wallets,Otter Green,"some of the toughest outerwear on the market—and they've been doing it since the late 1800s. Made in the U.S., this tote bag has handles long enough for over-shoulder carrying and large stow pockets on all four sides to keep your things organized. It's made with industrial-strength rugged twill and bridled leather that's water-resistant and built to survive daily use.Rugged cotton twill.Leather bridle.Spot clean.Made in the USA of imported fabric.Select stores.Item CP089.","15""L x 7""W x 14""H. 25-liter capacity.","Filson® rugged twill zipper tote bag J.Crew some of the toughest outerwear on the market—and they've been doing it since the late 1800s. Made in the U.S., this tote bag has handles long enough for over-shoulder carrying and large stow pockets on all four sides to keep your things organized. It's made with industrial-strength rugged twill and bridled leather that's water-resistant and built to survive daily use.Rugged cotton twill.Leather bridle.Spot clean.Made in the USA of imported",6,"https://www.jcrew.com/s7-img-facade/CP089_EE9149?hei=1950&crop=0,0,1560,0","https://www.jcrew.com/s7-img-facade/CP089_EE9149?hei=1950&crop=0,0,1560,0 | https://www.jcrew.com/s7-img-facade/CP089_EE9149_d1?hei=1080&crop=0,0,864,0 | https://www.jcrew.com/s7-img-facade/CP089_EE9149_d2?hei=1080&crop=0,0,864,0 | https://www.jcrew.com/s7-img-facade/CP089_EE9149 | https://www.jcrew.com/s7-img-facade/CP089_EE9149_d1 | https://www.jcrew.com/s7-img-facade/CP089_EE9149_d2",,False,Rugged cotton twill. Leather bridle. Spot clean. Made in the USA of imported fabric. Select stores. Item CP089.,work_tote|travel_utility,Filson® rugged twill zipper tote bag,USD,454.4,295,CP089,https://www.jcrew.com/p/mens/categories/accessories/bags/laptop-bags/CP089?display=all&fit=Classic&colorProductCode=CP089&colorCode=EE9149,,,2026-02-23T13:20:35Z,Mixed,CP089_EE9149,J.Crew,9,Mixed | filson / rugged | Premium,Filson® rugged twill zipper tote bag,https://www.jcrew.com/p/mens/categories/accessories/bags/laptop-bags/CP089?display=all&fit=Classic&colorProductCode=CP089&colorCode=EE9149
,4.864864864864865,J.Crew,,Home > women > bags,Black | Berkeley overnight tote in leather BLACK,"the perfect take-it-everywhere leather style inspired by our best-selling bag collection. New this season, our overnight edition is just the right size for all your overnight necessities. Bonus: This size features a travel-ready zippered top, an inner pocket to hold your laptop and a detachable woven strap for easy over-the-shoulder carrying. Detail we love: the suede accents throughout for a luxe finishing touch.Leather.Interior pocket fits laptop.Cotton lining.Imported.Online only.Item CF925.L","13 3/4""H x18""W x 8""D; 9"" handle drop. 11""-26"" removable crossbody strap.","Berkeley overnight tote in leather J.Crew the perfect take-it-everywhere leather style inspired by our best-selling bag collection. New this season, our overnight edition is just the right size for all your overnight necessities. Bonus: This size features a travel-ready zippered top, an inner pocket to hold your laptop and a detachable woven strap for easy over-the-shoulder carrying. Detail we love: the suede accents throughout for a luxe finishing touch.Leather.Interior pocket fits",11,"https://www.jcrew.com/s7-img-facade/CF925_BK0001_m?hei=1950&crop=0,0,1560,0","https://www.jcrew.com/s7-img-facade/CF925_BK0001_m?hei=1950&crop=0,0,1560,0 | https://www.jcrew.com/s7-img-facade/CF925_BK0001_v?hei=1700&crop=0,0,1360,0 | https://www.jcrew.com/s7-img-facade/CF925_BK0001_d1?hei=1080&crop=0,0,864,0 | https://www.jcrew.com/s7-img-facade/CF925_BK0001_d4?hei=1080&crop=0,0,864,0 | https://www.jcrew.com/s7-img-facade/CF925_BK0001_d5?hei=1080&crop=0,0,864,0 | https://www.jcrew.com/s7-img-facade/CF925_BK0001?hei=1080&crop=0,0,864,0 | https://www.jcrew.com/s7-img-facade",,False,Leather. Interior pocket fits laptop. Cotton lining. Imported. Online only. Item CF925.,work_tote|travel_utility|oversized_carryall,Berkeley overnight tote in leather,USD,348,,CF925,https://www.jcrew.com/m/womens/categories/accessories/bags/berkeley/ME294?display=all&fit=Classic&colorProductCode=CF925&colorCode=BK0001,37,37,2026-02-23T13:21:09Z,Mixed,CF925_BK0001,J.Crew,18,Mixed | berkeley / bag | Premium,Berkeley overnight tote in leather,https://www.jcrew.com/m/womens/categories/accessories/bags/berkeley/ME294?display=all&fit=Classic&colorProductCode=CF925&colorCode=BK0001
,5.0,J.Crew,,Home > men > Bags & Wallets,Navy,"a coastal community in England known for its dramatic cliffs, golden beaches and world-class surf—Atlantic Coastal Supplies specializes in gear and apparel for any aquatic adventure. The large ACS beach tote is crafted at a sailmaker's studio from durable nylon canvas with waterproof backing, strong webbing handles and a secure aluminum G-hook closure.Nylon/canvas.Spot clean.Imported.Select stores.Item CF796.","17.7""L x 15""H x 12""D.","Atlantic Coastal Supplies large beach bag J.Crew a coastal community in England known for its dramatic cliffs, golden beaches and world-class surf—Atlantic Coastal Supplies specializes in gear and apparel for any aquatic adventure. The large ACS beach tote is crafted at a sailmaker's studio from durable nylon canvas with waterproof backing, strong webbing handles and a secure aluminum G-hook closure.Nylon/canvas.Spot clean.Imported.Select stores.Item CF796. Nylon/canvas. Spot clean. Imported.",6,"https://www.jcrew.com/s7-img-facade/CF796_BL0014?hei=1950&crop=0,0,1560,0","https://www.jcrew.com/s7-img-facade/CF796_BL0014?hei=1950&crop=0,0,1560,0 | https://www.jcrew.com/s7-img-facade/CF796_BL0014_d1?hei=1080&crop=0,0,864,0 | https://www.jcrew.com/s7-img-facade/CF796_BL0014_d2?hei=1080&crop=0,0,864,0 | https://www.jcrew.com/s7-img-facade/CF796_BL0014 | https://www.jcrew.com/s7-img-facade/CF796_BL0014_d1 | https://www.jcrew.com/s7-img-facade/CF796_BL0014_d2",,False,Nylon/canvas. Spot clean. Imported. Select stores. Item CF796.,travel_utility|oversized_carryall,Atlantic Coastal Supplies large beach bag,USD,237.21,154,CF796,https://www.jcrew.com/p/mens/categories/accessories/bags/messengers-and-totes/CF796?display=all&fit=Classic&colorProductCode=CF796&colorCode=BL0014,1,1,2026-02-23T13:21:42Z,Mixed,CF796_BL0014,J.Crew,13,Mixed | tote / bag | Premium,Atlantic Coastal Supplies large beach bag,https://www.jcrew.com/p/mens/categories/accessories/bags/messengers-and-totes/CF796?display=all&fit=Classic&colorProductCode=CF796&colorCode=BL0014
,4.065573770491803,J.Crew,,Home > women > bags,Rich Hickory,"This tiny tote in handwoven straw fits the short list: phone, keys, wallet, lip gloss. Easy as ever, we added a removable leather crossbody strap for hands-free days.Handwoven paper straw.Removable crossbody strap.Imported.Select stores.Item CJ880.","6""H x 9""Wx 5""D. 3 1/2"" handle drop. 22"" strap.","Small Malta handwoven straw bag J.Crew This tiny tote in handwoven straw fits the short list: phone, keys, wallet, lip gloss. Easy as ever, we added a removable leather crossbody strap for hands-free days.Handwoven paper straw.Removable crossbody strap.Imported.Select stores.Item CJ880. Handwoven paper straw. Removable crossbody strap. Imported. Select stores. Item CJ880.",2,"https://www.jcrew.com/s7-img-facade/CJ880_EE3039?hei=1950&crop=0,0,1560,0","https://www.jcrew.com/s7-img-facade/CJ880_EE3039?hei=1950&crop=0,0,1560,0 | https://www.jcrew.com/s7-img-facade/CJ880_EE3039",,True,Handwoven paper straw. Removable crossbody strap. Imported. Select stores. Item CJ880.,micro_mini_impulse|everyday_crossbody,Small Malta handwoven straw bag,USD,,89,CJ880,https://www.jcrew.com/p/womens/categories/accessories/bags/crossbody/CJ880?display=all&fit=Classic&colorProductCode=CJ880&colorCode=EE7216,61,61,2026-02-23T13:22:16Z,Mixed,CJ880_EE7216,J.Crew,15,Mixed | clutch / kayu | Premium,Small Malta handwoven straw bag,https://www.jcrew.com/p/womens/categories/accessories/bags/crossbody/CJ880?display=all&fit=Classic&colorProductCode=CJ880&colorCode=EE7216
,,J.Crew,"This item must be returned directly to the seller and will not be accepted at J.Crew stores or the distribution center. To return your items, please follow the instructions that are enclosed in your package. You will receive a confirmation email once the Marketplace seller has received your package and a refund has been processed.","Home > men > Candles, Grooming & Home",,"the Gathering Bag offers versatility in use, wearing, emptying and care. Its convertible straps allow for comfortable chest or back carrying, while its drop-out bottom makes quick work of emptying the harvest. Constructed of weather- and water-resistant paraffin-waxed canvas and complete with a watertight, removable liner, the Gathering Bag is the essential foraging and harvesting partner.Paraffin-waxed canvas.Waxed canvas should never be dry cleaned or machine washed but can be carefully cleane","18"" x 16 1/2"" x 5""; 2.1 lbs.","Barebones gathering bag J.Crew the Gathering Bag offers versatility in use, wearing, emptying and care. Its convertible straps allow for comfortable chest or back carrying, while its drop-out bottom makes quick work of emptying the harvest. Constructed of weather- and water-resistant paraffin-waxed canvas and complete with a watertight, removable liner, the Gathering Bag is the essential foraging and harvesting partner.Paraffin-waxed canvas.Waxed canvas should never be dry cleaned or machine",18,"https://www.jcrew.com/s7-img-facade/N1053_EC0793?hei=1950&crop=0,0,1560,0","https://www.jcrew.com/s7-img-facade/N1053_EC0793?hei=1950&crop=0,0,1560,0 | https://www.jcrew.com/s7-img-facade/N1053_EC0793_d1?hei=1080&crop=0,0,864,0 | https://www.jcrew.com/s7-img-facade/N1053_EC0793_d2?hei=1080&crop=0,0,864,0 | https://www.jcrew.com/s7-img-facade/N1053_EC0793_d3?hei=1080&crop=0,0,864,0 | https://www.jcrew.com/s7-img-facade/N1053_EC0793_d4?hei=1080&crop=0,0,864,0 | https://www.jcrew.com/s7-img-facade/N1053_EC0793_d5?hei=1080&crop=0,0,864,0 | https://www.jcrew.com/s7-img-facad",,False,"Paraffin-waxed canvas. Waxed canvas should never be dry cleaned or machine washed but can be carefully cleaned if you so choose. Brush off the loose dirt, rinse the surface with plain water, gently scrub with a brush, then let air dry. If your stains persist, use a mild bar or saddle soap. Over time or after cleaning, your waxed canvas may need to be re-waxed. To do so, use a wax conditioner and apply in accordance with manufacturer's instructions. Metal hardware. Import. Online only. Item N1053",travel_utility|convertible_multiway,Barebones gathering bag,USD,123.23,80,N1053,https://www.jcrew.com/p/mens/categories/accessories/home/table-top/N1053?display=all&fit=Classic&colorProductCode=N1053&colorCode=EC0793,,,2026-02-23T13:22:49Z,Mixed,N1053_EC0793,J.Crew,17,Mixed | bag / bembien | Premium,Barebones gathering bag,https://www.jcrew.com/p/mens/categories/accessories/home/table-top/N1053?display=all&fit=Classic&colorProductCode=N1053&colorCode=EC0793
,5.0,J.Crew,,Home > men > Bags & Wallets,Black | Leather bifold cardholder BLACK,"this classic bifold wallet with a debossed J.Crew logo makes the perfect gift (for yourself, included).100% leather.Spot clean.Imported.Select stores.Item CO573.",One size.,"Leather bifold cardholder J.Crew this classic bifold wallet with a debossed J.Crew logo makes the perfect gift (for yourself, included).100% leather.Spot clean.Imported.Select stores.Item CO573. 100% leather. Spot clean. Imported. Select stores. Item CO573.",4,"https://www.jcrew.com/s7-img-facade/CO573_BK0001?hei=1950&crop=0,0,1560,0","https://www.jcrew.com/s7-img-facade/CO573_BK0001?hei=1950&crop=0,0,1560,0 | https://www.jcrew.com/s7-img-facade/CO573_BK0001_d1?hei=1080&crop=0,0,864,0 | https://www.jcrew.com/s7-img-facade/CO573_BK0001 | https://www.jcrew.com/s7-img-facade/CO573_BK0001_d1",,False,100% leather. Spot clean. Imported. Select stores. Item CO573.,slg_small_leathers|luxury_signal,Leather bifold cardholder,USD,85,,CO573,https://www.jcrew.com/m/mens/categories/accessories/bags/wallets/ME809?display=all&fit=Classic&colorProductCode=CO573&colorCode=BK0001,3,3,2026-02-23T13:23:22Z,Mixed,CO573_BK0001,J.Crew,3,Mixed | leather / cardholder | Upper Mid,Leather bifold cardholder,https://www.jcrew.com/m/mens/categories/accessories/bags/wallets/ME809?display=all&fit=Classic&colorProductCode=CO573&colorCode=BK0001
